@relation InstanceResultListener

@attribute Key_Dataset {heart}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.ADTree,weka.classifiers.trees.RandomForest,weka.classifiers.meta.Bagging,weka.classifiers.trees.DecisionStump}
@attribute Key_Scheme_options {'-B 10 -E -3','-B 50 -E -3','-B 100 -E -3','-I 100 -K 0 -S 1','-I 500 -K 0 -S 1','-I 1000 -K 0 -S 1','-I 100 -K 1 -S 1','-I 100 -K 2 -S 1','-I 100 -K 4 -S 1','-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3','-P 100 -S 1 -I 50 -W weka.classifiers.trees.ADTree -- -B 10 -E -3','-P 100 -S 1 -I 100 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',''}
@attribute Key_Scheme_version_ID {-1532264837167690683,-2260823972777004705,-5178288489778728847,1618384535950391}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Area_under_ROC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumPredictionLeaves numeric
@attribute measureNodesExpanded numeric
@attribute measureExamplesProcessed numeric
@attribute measureOutOfBagError numeric

@data
heart,1,7,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,24,6,0,80,20,0,0.608696,0.242276,0.429627,48.708758,86.111443,29.906577,43.523154,-13.616577,0.996886,1.450772,-0.453886,15.639872,0.521329,1570.900269,0.625,10,0,0,1,14,0.375,6,1,0.625,0.769231,0.84375,0.8,0.175,0.825,0.2,0.86,0.8,0.79457,0.84375,0.376,0,0.366672,0.000053,14552,40040,6623,?,286,191,121,6250,471199,?
heart,1,8,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.217706,0.409557,43.877342,82.317273,28.793911,27.624857,1.169055,0.992893,0.952581,0.040312,16.282898,0.561479,1634.766188,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.884615,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.884615,0.304,0,0.302105,0.000063,14671,40181,6482,?,289,193,121,5469,393467,?
heart,1,9,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,18,11,0,62.068966,37.931034,0,0.227603,0.386429,0.564461,77.882637,113.451775,28.793911,55.481836,-26.687924,0.992893,1.913167,-0.920273,6.359169,0.219282,638.4462,0.6875,11,0.461538,6,0.538462,7,0.3125,5,0.647059,0.6875,0.666667,0.682692,0.62069,0.394728,0.605272,0.37931,0.618492,0.62069,0.618851,0.682692,0.313,0,0.310472,0.000051,14322,40181,6482,?,280,187,119,5777,412302,?
heart,1,10,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,24,5,0,82.758621,17.241379,0,0.643735,0.190993,0.384636,38.493562,77.308443,28.793911,34.688788,-5.894876,0.992893,1.196165,-0.203272,17.967725,0.619577,1803.918991,0.9375,15,0.307692,4,0.692308,9,0.0625,1,0.789474,0.9375,0.857143,0.8125,0.827586,0.197779,0.802221,0.172414,0.83902,0.827586,0.823731,0.8125,0.328,0,0.323585,0.000056,14792,40181,6482,?,292,195,120,5899,418338,?
heart,2,1,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.176413,0.311725,35.46717,62.479921,29.906577,16.106317,13.80026,0.996886,0.536877,0.460009,19.672199,0.65574,1975.915276,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.928571,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.928571,0.293,0,0.287354,0.000043,14437,40040,6623,?,283,189,117,5893,373417,?
heart,2,2,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.139649,0.301315,28.075938,60.393335,29.906577,11.88832,18.018257,0.996886,0.396277,0.600609,21.646254,0.721542,2174.193395,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.964286,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.964286,0.304,0.001,0.299195,0.000048,14788,40040,6623,?,292,195,122,5990,396396,?
heart,2,3,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.161856,0.362426,32.540631,72.642148,29.906577,38.242551,-8.335973,0.996886,1.274752,-0.277866,20.261074,0.675369,2035.063036,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.830357,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.830357,0.341,0,0.334817,0.000048,14889,40040,6623,?,295,197,131,5635,435994,?
heart,2,4,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.256678,0.416389,51.604095,83.458121,29.906577,30.003597,-0.09702,0.996886,1.00012,-0.003234,14.499603,0.48332,1456.369361,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.839286,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.839286,0.314,0,0.308727,0.000048,14546,40040,6623,?,286,191,122,5835,408640,?
heart,2,5,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,19,11,0,63.333333,36.666667,0,0.266667,0.348332,0.542532,70.030794,108.74123,29.906577,50.813736,-20.907159,0.996886,1.693791,-0.696905,8.854638,0.295155,889.377692,0.625,10,0.357143,5,0.642857,9,0.375,6,0.666667,0.625,0.645161,0.736607,0.633333,0.365476,0.634524,0.366667,0.635556,0.633333,0.633741,0.736607,0.314,0,0.310948,0.000049,14552,40040,6623,?,286,191,123,5861,421891,?
heart,2,6,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.231823,0.431957,46.607257,86.578322,29.906577,35.373032,-5.466454,0.996886,1.179101,-0.182215,16.055074,0.535169,1612.603992,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.834821,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.834821,0.369,0.001,0.36411,0.000068,14435,40040,6623,?,283,189,120,6077,468604,?
heart,2,7,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.194241,0.369353,39.051467,74.030557,29.906577,19.480374,10.426203,0.996886,0.649346,0.34754,18.436978,0.614566,1851.847248,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.90625,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.90625,0.312,0,0.308032,0.000051,15139,40040,6623,?,301,201,129,6294,403160,?
heart,2,8,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,22,7,0,75.862069,24.137931,0,0.501229,0.221357,0.392434,44.613224,78.875682,28.793911,20.022271,8.77164,0.992893,0.690423,0.30247,15.945509,0.549845,1600.89309,0.875,14,0.384615,5,0.615385,8,0.125,2,0.736842,0.875,0.8,0.899038,0.758621,0.268236,0.731764,0.241379,0.765154,0.758621,0.753223,0.899038,0.313,0,0.307532,0.000048,14899,40181,6482,?,295,197,124,5748,398067,?
heart,2,9,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.231627,0.434577,46.683184,87.346211,28.793911,35.182707,-6.388796,0.992893,1.213197,-0.220303,15.549155,0.536178,1561.09997,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.836538,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.836538,0.318,0,0.310582,0.000044,14080,40181,6482,?,274,183,117,5827,402630,?
heart,2,10,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.196795,0.389607,39.662883,78.307555,28.793911,21.442425,7.351487,0.992893,0.739394,0.2535,17.414169,0.600489,1748.343188,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.908654,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.908654,0.31,0,0.308115,0.000043,15020,40181,6482,?,298,199,129,5818,410912,?
heart,3,1,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,24,6,0,80,20,0,0.594595,0.196394,0.401213,39.484197,80.416196,29.906577,26.701829,3.204748,0.996886,0.890061,0.106825,17.957105,0.59857,1803.647806,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.90625,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.90625,0.293,0,0.290168,0.000044,14431,40040,6623,?,283,189,118,5652,378786,?
heart,3,2,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.197196,0.388531,39.645505,77.874422,29.906577,29.964415,-0.057838,0.996886,0.998814,-0.001928,18.345848,0.611528,1842.693932,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.883929,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.883929,0.36,0,0.35559,0.000047,14792,40040,6623,?,292,195,122,6407,473852,?
heart,3,3,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.271393,0.451338,54.562647,90.462923,29.906577,38.364754,-8.458177,0.996886,1.278825,-0.281939,13.927852,0.464262,1398.941483,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.821429,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.821429,0.289,0,0.286835,0.000047,14439,40040,6623,?,283,189,118,5141,385433,?
heart,3,4,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,24,6,0,80,20,0,0.605263,0.244802,0.431219,49.216508,86.430465,29.906577,34.357195,-4.450618,0.996886,1.14524,-0.148354,15.394899,0.513163,1546.29464,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.879464,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.879464,0.323,0,0.31881,0.000046,14552,40040,6623,?,286,191,119,6009,417715,?
heart,3,5,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,24,6,0,80,20,0,0.598214,0.173986,0.364643,34.97918,73.086535,29.906577,26.860664,3.045913,0.996886,0.895355,0.10153,19.479856,0.649329,1956.595964,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.90625,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.90625,0.331,0,0.322782,0.000046,14780,40040,6623,?,292,195,124,5878,417553,?
heart,3,6,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,20,10,0,66.666667,33.333333,0,0.324324,0.285999,0.464648,57.499122,93.130754,29.906577,26.929271,2.977306,0.996886,0.897642,0.099244,12.394046,0.413135,1244.882988,0.75,12,0.428571,6,0.571429,8,0.25,4,0.666667,0.75,0.705882,0.834821,0.666667,0.345238,0.654762,0.333333,0.666667,0.666667,0.66365,0.834821,0.31,0,0.301157,0.000044,14661,40040,6623,?,289,193,124,5574,385681,?
heart,3,7,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,18,12,0,60,40,0,0.189189,0.325847,0.503327,65.510439,100.883287,29.906577,32.100086,-2.193509,0.996886,1.070003,-0.073117,9.828657,0.327622,987.210084,0.6875,11,0.5,7,0.5,7,0.3125,5,0.611111,0.6875,0.647059,0.816964,0.6,0.4125,0.5875,0.4,0.598148,0.6,0.59638,0.816964,0.315,0,0.312417,0.000054,14657,40040,6623,?,289,193,124,5739,411326,?
heart,3,8,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,26,3,0,89.655172,10.344828,0,0.789346,0.176205,0.329046,35.51315,66.135444,28.793911,14.336091,14.45782,0.992893,0.494348,0.498546,19.056828,0.657132,1913.262439,0.9375,15,0.153846,2,0.846154,11,0.0625,1,0.882353,0.9375,0.909091,0.932692,0.896552,0.112898,0.887102,0.103448,0.897735,0.896552,0.89605,0.932692,0.335,0,0.329077,0.000044,14782,40181,6482,?,292,195,127,6109,414314,?
heart,3,9,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.226816,0.391926,45.713429,78.773773,28.793911,17.867184,10.926727,0.992893,0.61611,0.376784,15.556601,0.536435,1561.847594,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.923077,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.923077,0.343,0,0.339715,0.000044,14780,40181,6482,?,292,195,122,6022,425562,?
heart,3,10,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,21,8,0,72.413793,27.586207,0,0.442308,0.285103,0.476945,57.460878,95.861683,28.793911,33.342508,-4.548596,0.992893,1.149742,-0.156848,12.244577,0.422227,1229.327889,0.75,12,0.307692,4,0.692308,9,0.25,4,0.75,0.75,0.75,0.831731,0.724138,0.28183,0.71817,0.275862,0.724138,0.724138,0.724138,0.831731,0.31,0,0.305937,0.000047,14199,40181,6482,?,277,185,121,5734,400099,?
heart,4,1,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.157638,0.314009,31.692599,62.937681,29.906577,12.379383,17.527194,0.996886,0.412646,0.58424,20.546732,0.684891,2063.755154,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.955357,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.955357,0.314,0,0.308911,0.000043,14897,40040,6623,?,295,197,121,5703,385466,?
heart,4,2,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.196822,0.357198,39.570361,71.594268,29.906577,15.206247,14.70033,0.996886,0.506875,0.490011,17.924497,0.597483,1800.372535,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.928571,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.928571,0.313,0,0.308534,0.000052,15137,40040,6623,?,301,201,128,5803,398736,?
heart,4,3,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.25585,0.452292,51.437687,90.654123,29.906577,30.33566,-0.429082,0.996886,1.011189,-0.014303,14.41636,0.480545,1448.008196,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.875,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.875,0.333,0,0.327066,0.000048,14562,40040,6623,?,286,191,116,5852,408783,?
heart,4,4,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,20,10,0,66.666667,33.333333,0,0.318182,0.335489,0.497652,67.448746,99.745865,29.906577,33.245486,-3.338909,0.996886,1.108183,-0.111297,9.495537,0.316518,953.750829,0.8125,13,0.5,7,0.5,7,0.1875,3,0.65,0.8125,0.722222,0.799107,0.666667,0.354167,0.645833,0.333333,0.673333,0.666667,0.657407,0.799107,0.315,0,0.311215,0.000045,14897,40040,6623,?,295,197,123,5431,405933,?
heart,4,5,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,24,6,0,80,20,0,0.605263,0.196812,0.400144,39.568358,80.202065,29.906577,26.95102,2.955557,0.996886,0.898367,0.098519,18.105197,0.603507,1818.5225,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.910714,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.910714,0.286,0,0.283491,0.000066,14550,40040,6623,?,286,191,122,5341,380079,?
heart,4,6,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,23,7,0,76.666667,23.333333,0,0.520548,0.24787,0.45232,49.833441,90.659873,29.906577,41.373825,-11.467247,0.996886,1.379127,-0.382242,15.252438,0.508415,1531.985625,0.9375,15,0.428571,6,0.571429,8,0.0625,1,0.714286,0.9375,0.810811,0.808036,0.766667,0.257738,0.742262,0.233333,0.795767,0.766667,0.75707,0.808036,0.316,0,0.311191,0.000043,14080,40040,6623,?,274,183,117,5789,395864,?
heart,4,7,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,24,6,0,80,20,0,0.605263,0.182687,0.357349,36.728646,71.624527,29.906577,20.472474,9.434103,0.996886,0.682416,0.31447,19.008888,0.63363,1909.291031,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.933036,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.933036,0.282,0,0.280147,0.000078,14663,40040,6623,?,289,193,125,5452,386670,?
heart,4,8,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,21,8,0,72.413793,27.586207,0,0.465438,0.218762,0.397137,44.090201,79.821055,28.793911,21.34871,7.445201,0.992893,0.736162,0.256731,15.906494,0.5485,1596.975997,0.5625,9,0.076923,1,0.923077,12,0.4375,7,0.9,0.5625,0.692308,0.942308,0.724138,0.238561,0.761439,0.275862,0.779673,0.724138,0.71817,0.942308,0.342,0,0.335381,0.000052,14897,40181,6482,?,295,197,125,6312,425577,?
heart,4,9,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,22,7,0,75.862069,24.137931,0,0.501229,0.258854,0.472326,52.17057,94.933357,28.793911,41.539305,-12.745394,0.992893,1.43239,-0.439496,13.866081,0.478141,1392.12323,0.875,14,0.384615,5,0.615385,8,0.125,2,0.736842,0.875,0.8,0.807692,0.758621,0.268236,0.731764,0.241379,0.765154,0.758621,0.753223,0.807692,0.313,0,0.306701,0.000054,14328,40181,6482,?,280,187,116,5819,400287,?
heart,4,10,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.252657,0.453707,50.921581,91.191157,28.793911,46.781308,-17.987397,0.992893,1.613149,-0.620255,14.383496,0.495983,1444.070453,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.783654,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.783654,0.369,0,0.354268,0.000079,14899,40181,6482,?,295,197,126,5919,422695,?
heart,5,1,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.235729,0.395883,47.392523,79.347917,29.906577,19.49819,10.408387,0.996886,0.64994,0.346946,15.657812,0.521927,1572.702139,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.883929,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.883929,0.343,0.001,0.338395,0.000051,15135,40040,6623,?,301,201,129,6205,434843,?
heart,5,2,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.261464,0.463462,52.566364,92.892958,29.906577,52.375058,-22.468481,0.996886,1.745835,-0.748949,14.489216,0.482974,1455.326046,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.763393,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.763393,0.324,0,0.318157,0.000056,14895,40040,6623,?,295,197,126,5813,421199,?
heart,5,3,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,22,8,0,73.333333,26.666667,0,0.469027,0.248997,0.446858,50.059986,89.564926,29.906577,31.390835,-1.484257,0.996886,1.046361,-0.049475,14.754952,0.491832,1482.0171,0.6875,11,0.214286,3,0.785714,11,0.3125,5,0.785714,0.6875,0.733333,0.883929,0.733333,0.260119,0.739881,0.266667,0.739881,0.733333,0.733333,0.883929,0.329,0,0.319033,0.000047,14308,40040,6623,?,280,187,122,5551,420021,?
heart,5,4,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,27,3,0,90,10,0,0.801762,0.125681,0.320064,25.26779,64.151276,29.906577,26.388277,3.5183,0.996886,0.879609,0.117277,22.665574,0.755519,2276.575936,0.8125,13,0,0,1,14,0.1875,3,1,0.8125,0.896552,0.915179,0.9,0.0875,0.9125,0.1,0.917647,0.9,0.899666,0.915179,0.321,0,0.318204,0.000045,14324,40040,6623,?,280,187,116,5977,410491,?
heart,5,5,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.255023,0.422833,51.271419,84.749543,29.906577,29.899152,0.007425,0.996886,0.996638,0.000248,14.819491,0.493983,1488.499559,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.857143,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.857143,0.365,0,0.357714,0.00005,14544,40040,6623,?,286,191,123,5999,467942,?
heart,5,6,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.270366,0.458619,54.356177,91.922228,29.906577,41.333595,-11.427018,0.996886,1.377787,-0.380901,13.815246,0.460508,1387.631114,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.803571,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.803571,0.382,0,0.378836,0.000057,15012,40040,6623,?,298,199,125,5899,489407,?
heart,5,7,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.169817,0.335936,34.141122,67.332525,29.906577,23.663019,6.243558,0.996886,0.788767,0.208119,20.176877,0.672563,2026.606166,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.879464,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.879464,0.28,0,0.277386,0.000055,14673,40040,6623,?,289,193,122,5272,373093,?
heart,5,8,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.246159,0.425557,49.611948,85.533277,28.793911,32.89023,-4.096319,0.992893,1.134146,-0.141252,14.813535,0.510812,1487.245411,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.8125,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.8125,0.308,0,0.304083,0.000061,14901,40181,6482,?,295,197,125,5827,416163,?
heart,5,9,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.220849,0.437047,44.510791,87.842674,28.793911,40.393745,-11.599834,0.992893,1.392888,-0.399994,15.88103,0.547622,1594.419531,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.822115,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.822115,0.339,0,0.336344,0.000047,14195,40181,6482,?,277,185,121,6448,465727,?
heart,5,10,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.276566,0.439094,55.7403,88.254014,28.793911,34.265508,-5.471597,0.992893,1.181569,-0.188676,13.368081,0.460968,1342.125126,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.798077,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.798077,0.314,0,0.310506,0.000045,14786,40181,6482,?,292,195,129,6315,436268,?
heart,6,1,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.19707,0.36258,39.620154,72.672995,29.906577,20.115304,9.791273,0.996886,0.67051,0.326376,17.886812,0.596227,1796.587456,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.919643,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.919643,0.288,0,0.286127,0.000043,14665,40040,6623,?,289,193,124,5986,404767,?
heart,6,2,weka.classifiers.trees.ADTree,'-B 100 -E -3',-1532264837167690683,20150617.1109,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.2535,0.448756,50.965187,89.945484,29.906577,34.877063,-4.970486,0.996886,1.162569,-0.165683,14.622781,0.487426,1468.741549,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.830357,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.830357,0.262,0,0.260032,0.000046,14546,40040,6623,?,286,191,124,5311,367274,?
